Reviews,Labeler,Useful?,Comments,Original_type
"3 stars for functionality, high power drain since 626 update  poor sharing of data  game stats across devices.      
",,1,,"Per,Sup"
"I am frustrated that I purchased this app. The only drawing app that draws with my palm. I know this is a function that is key with all drawing apps, yet yours does nit abide by it.      
",,1,,Usa
"Don't waste your money. This app doesn't work.    
",,1,,Dep
"Can no longer change songs from appleWatch. Please update for Watch support. Hasn't been updated since May.    
",,1,,Sup
"Used to love it still do it's just so frustrating because it crashes after doing two filters I hope it gets fixed    
",,1,,Dep
"The best if it would contain downloadable offline data. Can you please add that to app     
",,1,,Sup
"A better sleep graph similar to jawbone up's and similar smart coach like they have so that people can learn more about fitness rather than just record data.     
",,1,,Usa
"I searched for anti virus in App Store and found this. The reviews were good so I downloaded it. It doesn't work as av anti virus protection, I still get the pop ups, and when in the app it constantly blinks INSTALL for apps I don't want like Life lock. I can't delete it fast enough    
",,1,,Usa
"Not sure if location is being detected. Please fix it    
",,1,,Dep
"The keyboard frozen all the time and it crashes sometimes. Please fix the problem.    
",,1,,Dep
"2. You can't look up a second location while you're receiving directions for another.     
",,1,,Usa
"Took a chance, spent the 4 and was happy with the tools and capabilities. Then tried to save the photo and lost it all. Tried again and same thing. So frustrating. Even tried emailing it to myself after the third time editing and nothing. So great editor but won't save anything so complete waste of time and money.    
",,1,,Dep
"This app is GREAT but there are a few thing I would like to see.. There should be an option to upload your own album art. Also, I'd love to see a scroller on the side so I can find my songs faster. While using the app, I noticed a few bugs. Whenever I'm listening to music and an alarm goes off when my ringer is on, the music stops completely and doesn't play unless I go back into the app and play it. It should automatically play again after I shut off the alarm. When a notification goes off when my ringer is on, the volume gets all messed up. It's either gets really low and doesn't go back to the setting that I had it at, or it randomly gets very loud. If you could please fix these things I would be more than happy to rate Jukebox 5 stars    
",,1,,"Dep,Usa"
"After recent updates, certain filters, like Surf and Thota Viakuntam, caused the app to crash, but, after recent improvements, fewer filters are causing the app to crash.    
",,1,,Dep
"I updated the app since it needed some bug improvements, but unfortunately it is still not working properly    
",,1,,Usa
"This is just so i don't have to keep hitting no thanks. Remove it.     
",,1,,Usa
"Ever since the update on 1210 my app won't sync to my phone. The Bluetooth icon doesn't activate and I've tried deleting, reinstalling the app, hard resetting my phone, and turning Bluetooth on and off. Help    
",,1,,Sup
"I love to move so this app is a favorite of mine. I wish I knew how or if it's possible to view in picture mode instead of the cartoony landscape.     
",,1,,Usa
"I would like to point out that Filipino is NOT a language, it's an ethnicity. The main dialect in the Philippines is called Tagalog. Furthermore, some words in English come up to be the same in Filipino when they in fact are not the same. Ex. 'Grandpa' should translate to 'Lolo' which it does not. There also is no pronunciation voiceover so you can't hear what the words are supposed to sound like.      
",,1,,"Dep,Usa"
"Hello Google I use this app frequently for helping me learn but when I try to use the INSTANT translation aspect it is very buggy I hope you see this thank you.    
",,1,,Dep
"I purchased this app when I was 25 week pregnant, it didn't work so I thought ok, I'll wait. Now I'm 34 weeks, still no feedback. I took the case off, went airplane mode, nothing happened. This app is a disappointment.    
",,1,,Usa
"The app needs to be updated to the point where I have to use the regular keyboard. Keyboard won't show just shows gray area so frustrating please fix .    
",,1,,Dep
"It's pretty frustrating when you're used to autofill and it's so inconsistent on this app.  This problem slows down the process and you end up having to type over and over again. NO online resource can explain why sometimes autofill is there and sometimes not. All online references refer to Google Chrome's ability to translate, not this app.     
",,1,,"Dep,Usa"
